Match_id,season,city,date,team1,team2,toss_win,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_the_match,venue,match_refree,reserve_umpire,tv_umpire,umpire1,umpire2 
422,2009/10,Kolkata,2010-04-07,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,14,0,SC Ganguly,Eden Gardens,AJ Pycroft,R Shankar,RB Tiffin,BG Jerling,RE Koertzen
423,2009/10,Bangalore,2010-04-08,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,7,TL Suman,M Chinnaswamy Stadium,J Srinath,KN Ananthapadmanabhan,K Hariharan,S Asnani,DJ Harper
424,2009/10,Chandigarh,2010-04-09,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",D Govindjee,C Shamshuddin,BF Bowden,M Erasmus,AM Saheba
425,2009/10,Nagpur,2010-04-10,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Deccan Chargers,0,6,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",RS Mahanama,VM Bandiwadekar,SS Hazare,HDPK Dharmasena,SJA Taufel
426,2009/10,Bangalore,2010-04-10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,R Vinay Kumar,M Chinnaswamy Stadium,J Srinath,KN Ananthapadmanabhan,S Asnani,K Hariharan,DJ Harper
427,2009/10,Delhi,2010-04-11,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0,7,PP Chawla,Feroz Shah Kotla,D Govindjee,A Chaudhary,M Erasmus,BF Bowden,AM Saheba
428,2009/10,Jaipur,2010-04-11,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,normal,0,Mumbai Indians,37,0,SR Tendulkar,Sawai Mansingh Stadium,S Venkataraghavan,K Sharma,S Ravi,BR Doctrove,SK Tarapore
429,2009/10,Nagpur,2010-04-12,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,13,0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",AJ Pycroft,VM Bandiwadekar,BG Jerling,RE Koertzen,RB Tiffin
430,2009/10,Mumbai,2010-04-13,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,39,0,KA Pollard,Brabourne Stadium,J Srinath,SN Bandekar,K Hariharan,S Asnani,DJ Harper
431,2009/10,Chennai,2010-04-13,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,R Ashwin,"MA Chidambaram Stadium, Chepauk",GR Viswanath,J Madanagopal,HDPK Dharmasena,SS Hazare,SJA Taufel
432,2009/10,Jaipur,2010-04-14,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0,5,KP Pietersen,Sawai Mansingh Stadium,S Venkataraghavan,K Sharma,SK Tarapore,BR Doctrove,S Ravi
433,2009/10,Chennai,2010-04-15,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,6,G Gambhir,"MA Chidambaram Stadium, Chepauk",GR Viswanath,J Madanagopal,SJA Taufel,HDPK Dharmasena,SS Hazare
434,2009/10,Dharamsala,2010-04-16,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,5,RG Sharma,Himachal Pradesh Cricket Association Stadium,D Govindjee,C Shamshuddin,BF Bowden,M Erasmus,AM Saheba
435,2009/10,Bangalore,2010-04-17,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,57,0,R McLaren,M Chinnaswamy Stadium,GR Viswanath,KN Ananthapadmanabhan,SS Hazare,HDPK Dharmasena,SJA Taufel
436,2009/10,Kolkata,2010-04-17,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,8,JD Unadkat,Eden Gardens,AJ Pycroft,R Shankar,RE Koertzen,BG Jerling,RB Tiffin
437,2009/10,Dharamsala,2010-04-18,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,MS Dhoni,Himachal Pradesh Cricket Association Stadium,D Govindjee,C Shamshuddin,M Erasmus,BF Bowden,AM Saheba
438,2009/10,Delhi,2010-04-18,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,normal,0,Deccan Chargers,11,0,A Symonds,Feroz Shah Kotla,S Venkataraghavan,A Chaudhary,S Ravi,BR Doctrove,SK Tarapore
439,2009/10,Kolkata,2010-04-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,0,9,M Kartik,Eden Gardens,AJ Pycroft,R Shankar,RB Tiffin,BG Jerling,RE Koertzen
440,2009/10,Mumbai,2010-04-21,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,35,0,KA Pollard,Dr DY Patil Sports Academy,J Srinath,SN Bandekar,DJ Harper,BR Doctrove,RB Tiffin
441,2009/10,Mumbai,2010-04-22,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,38,0,DE Bollinger,Dr DY Patil Sports Academy,J Srinath,SN Bandekar,DJ Harper,BR Doctrove,RB Tiffin
442,2009/10,Mumbai,2010-04-24,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0,9,A Kumble,Dr DY Patil Sports Academy,S Venkataraghavan,SN Bandekar,S Ravi,RE Koertzen,SJA Taufel
443,2009/10,Mumbai,2010-04-25,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,SK Raina,Dr DY Patil Sports Academy,S Venkataraghavan,SN Bandekar,S Ravi,RE Koertzen,SJA Taufel
444,2011,Chennai,2011-04-08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,2,0,S Anirudha,"MA Chidambaram Stadium, Chepauk",J Srinath,K Srinath,S Asnani,BR Doctrove,PR Reiffel
445,2011,Hyderabad,2011-04-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",AJ Pycroft,C Shamshuddin,SS Hazare,RE Koertzen,SK Tarapore
446,2011,Kochi,2011-04-09,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,6,AB de Villiers,Nehru Stadium,Raju Mukherjee,KN Ananthapadmanabhan,AL Hill,HDPK Dharmasena,K Hariharan
447,2011,Delhi,2011-04-10,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Mumbai Indians,0,8,SL Malinga,Feroz Shah Kotla,S Venkataraghavan,A Chaudhary,SL Shastri,AM Saheba,RB Tiffin
448,2011,Mumbai,2011-04-10,Pune Warriors,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Pune Warriors,0,7,SB Wagh,Dr DY Patil Sports Academy,J Srinath,NA Patwardhan,S Asnani,BR Doctrove,PR Reiffel
449,2011,Kolkata,2011-04-11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,9,0,JH Kallis,Eden Gardens,D Govindjee,S Das,S Ravi,RE Koertzen,SK Tarapore
450,2011,Jaipur,2011-04-12,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,6,SK Warne,Sawai Mansingh Stadium,AJ Pycroft,R Subramanian,SS Hazare,Aleem Dar,RB Tiffin
451,2011,Bangalore,2011-04-12,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,SR Tendulkar,M Chinnaswamy Stadium,Raju Mukherjee,CK Nandan,K Hariharan,HDPK Dharmasena,AL Hill
452,2011,Chandigarh,2011-04-13,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",S Venkataraghavan,K Bharatan,AM Saheba,Asad Rauf,SL Shastri
453,2011,Mumbai,2011-04-13,Pune Warriors,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,normal,0,Pune Warriors,0,4,MD Mishra,Dr DY Patil Sports Academy,J Srinath,NA Patwardhan,BR Doctrove,S Asnani,PR Reiffel
454,2011,Hyderabad,2011-04-14,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,33,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",D Govindjee,C Shamshuddin,SK Tarapore,RE Koertzen,S Ravi
455,2011,Jaipur,2011-04-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,G Gambhir,Sawai Mansingh Stadium,AJ Pycroft,R Subramanian,RB Tiffin,Aleem Dar,SS Hazare
456,2011,Mumbai,2011-04-15,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,8,BB McCullum,Wankhede Stadium,J Srinath,VA Kulkarni,S Asnani,BR Doctrove,PR Reiffel
457,2011,Chennai,2011-04-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,21,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Raju Mukherjee,K Srinath,K Hariharan,HDPK Dharmasena,AL Hill
458,2011,Hyderabad,2011-04-16,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,8,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",D Govindjee,C Shamshuddin,SK Tarapore,RE Koertzen,S Ravi
459,2011,Mumbai,2011-04-17,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,3,Yuvraj Singh,Dr DY Patil Sports Academy,S Venkataraghavan,NA Patwardhan,SL Shastri,Asad Rauf,AM Saheba
460,2011,Kolkata,2011-04-17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,L Balaji,Eden Gardens,AJ Pycroft,S Das,SS Hazare,Aleem Dar,RB Tiffin
461,2011,Kochi,2011-04-18,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,field,normal,D/L,Kochi Tuskers Kerala,0,7,BB McCullum,Nehru Stadium,Raju Mukherjee,KN Ananthapadmanabhan,HDPK Dharmasena,K Hariharan,AL Hill
462,2011,Delhi,2011-04-19,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,normal,0,Deccan Chargers,16,0,S Sohal,Feroz Shah Kotla,J Srinath,A Chaudhary,S Asnani,PR Reiffel,RJ Tucker
463,2011,Mumbai,2011-04-20,Mumbai Indians,Pune Warriors,Pune Warriors,bat,normal,0,Mumbai Indians,0,7,MM Patel,Wankhede Stadium,Raju Mukherjee,VA Kulkarni,SL Shastri,Asad Rauf,AM Saheba
464,2011,Kolkata,2011-04-20,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,6,0,DPMD Jayawardene,Eden Gardens,AJ Pycroft,S Das,SS Hazare,Aleem Dar,RB Tiffin
465,2011,Chandigarh,2011-04-21,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,48,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",J Srinath,K Bharatan,RJ Tucker,S Asnani,PR Reiffel
466,2011,Mumbai,2011-04-22,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,8,0,Harbhajan Singh,Wankhede Stadium,Raju Mukherjee,VA Kulkarni,SL Shastri,Asad Rauf,AM Saheba
467,2011,Kolkata,2011-04-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,CH Gayle,Eden Gardens,AJ Pycroft,S Das,Aleem Dar,SS Hazare,RB Tiffin
468,2011,Delhi,2011-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Delhi Daredevils,29,0,DA Warner,Feroz Shah Kotla,J Srinath,A Chaudhary,PR Reiffel,S Asnani,RE Koertzen
469,2011,Hyderabad,2011-04-24,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,normal,0,Mumbai Indians,37,0,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",Raju Mukherjee,C Shamshuddin,K Hariharan,HDPK Dharmasena,AL Hill
470,2011,Jaipur,2011-04-24,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,SK Warne,Sawai Mansingh Stadium,D Govindjee,R Subramanian,S Ravi,BR Doctrove,SK Tarapore
471,2011,Chennai,2011-04-25,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,25,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",AJ Pycroft,K Srinath,SS Hazare,Aleem Dar,RB Tiffin
472,2011,Delhi,2011-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,V Kohli,Feroz Shah Kotla,J Srinath,A Chaudhary,PR Reiffel,S Asnani,RJ Tucker
473,2011,Mumbai,2011-04-27,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Chennai Super Kings,0,8,DE Bollinger,Dr DY Patil Sports Academy,GF Labrooy,NA Patwardhan,AM Saheba,Asad Rauf,SL Shastri
474,2011,Kochi,2011-04-27,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,field,normal,0,Deccan Chargers,55,0,I Sharma,Nehru Stadium,Raju Mukherjee,KN Ananthapadmanabhan,K Hariharan,HDPK Dharmasena,AL Hill
475,2011,Delhi,2011-04-28,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,17,0,MK Tiwary,Feroz Shah Kotla,J Srinath,A Chaudhary,S Asnani,PR Reiffel,RJ Tucker
476,2011,Jaipur,2011-04-29,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,J Botha,Sawai Mansingh Stadium,D Govindjee,R Subramanian,S Ravi,Asad Rauf,SK Tarapore
477,2011,Bangalore,2011-04-29,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,26,0,V Kohli,M Chinnaswamy Stadium,AJ Pycroft,CK Nandan,RB Tiffin,Aleem Dar,SS Hazare
478,2011,Kochi,2011-04-30,Kochi Tuskers Kerala,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Delhi Daredevils,38,0,V Sehwag,Nehru Stadium,Raju Mukherjee,KN Ananthapadmanabhan,K Hariharan,HDPK Dharmasena,AL Hill
479,2011,Kolkata,2011-04-30,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,Iqbal Abdulla,Eden Gardens,GF Labrooy,S Das,RJ Tucker,AM Saheba,SL Shastri
480,2011,Jaipur,2011-05-01,Rajasthan Royals,Pune Warriors,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,LRPL Taylor,Sawai Mansingh Stadium,D Govindjee,R Subramanian,S Ravi,SK Tarapore,SJA Taufel
481,2011,Chennai,2011-05-01,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,19,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",AJ Pycroft,K Srinath,SS Hazare,Aleem Dar,RB Tiffin
482,2011,Mumbai,2011-05-02,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,23,0,KA Pollard,Wankhede Stadium,Raju Mukherjee,VA Kulkarni,K Hariharan,HDPK Dharmasena,PR Reiffel
483,2011,Delhi,2011-05-02,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,7,P Parameswaran,Feroz Shah Kotla,GF Labrooy,A Chaudhary,AM Saheba,Asad Rauf,SL Shastri
484,2011,Hyderabad,2011-05-03,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,normal,0,Kolkata Knight Riders,20,0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",J Srinath,C Shamshuddin,PR Reiffel,S Asnani,RJ Tucker
485,2011,Chennai,2011-05-04,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,8,MEK Hussey,"MA Chidambaram Stadium, Chepauk",AJ Pycroft,K Srinath,Aleem Dar,SS Hazare,RB Tiffin
486,2011,Mumbai,2011-05-04,Pune Warriors,Mumbai Indians,Pune Warriors,field,normal,0,Mumbai Indians,21,0,R Sharma,Dr DY Patil Sports Academy,Raju Mukherjee,NA Patwardhan,K Hariharan,HDPK Dharmasena,SJA Taufel
487,2011,Kochi,2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,17,0,BJ Hodge,Nehru Stadium,D Govindjee,KN Ananthapadmanabhan,SK Tarapore,S Ravi,RJ Tucker
488,2011,Hyderabad,2011-05-05,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,4,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",GF Labrooy,C Shamshuddin,SL Shastri,Asad Rauf,AM Saheba
489,2011,Bangalore,2011-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,85,0,CH Gayle,M Chinnaswamy Stadium,AJ Pycroft,CK Nandan,SS Hazare,Aleem Dar,RB Tiffin
490,2011,Kolkata,2011-05-07,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,normal,D/L,Kolkata Knight Riders,10,0,Iqbal Abdulla,Eden Gardens,Raju Mukherjee,S Das,S Asnani,Asad Rauf,PR Reiffel
491,2011,Mumbai,2011-05-07,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,32,0,AT Rayudu,Wankhede Stadium,RS Mahanama,VA Kulkarni,HDPK Dharmasena,K Hariharan,SJA Taufel
492,2011,Bangalore,2011-05-08,Royal Challengers Bangalore,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,9,CH Gayle,M Chinnaswamy Stadium,AJ Pycroft,CK Nandan,RB Tiffin,Aleem Dar,SS Hazare
493,2011,Chandigarh,2011-05-08,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,5,R Sharma,"Punjab Cricket Association Stadium, Mohali",D Govindjee,K Bharatan,S Ravi,SK Tarapore,RJ Tucker
494,2011,Jaipur,2011-05-09,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,0,Chennai Super Kings,63,0,M Vijay,Sawai Mansingh Stadium,RS Mahanama,R Subramanian,HDPK Dharmasena,K Hariharan,SJA Taufel
495,2011,Hyderabad,2011-05-10,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Pune Warriors,0,6,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",GF Labrooy,C Shamshuddin,SL Shastri,Asad Rauf,AM Saheba
496,2011,Chandigarh,2011-05-10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,76,0,BA Bhatt,"Punjab Cricket Association Stadium, Mohali",D Govindjee,K Bharatan,S Ravi,SK Tarapore,RJ Tucker
497,2011,Jaipur,2011-05-11,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,S Aravind,Sawai Mansingh Stadium,RS Mahanama,R Subramanian,SJA Taufel,HDPK Dharmasena,K Hariharan
498,2011,Chennai,2011-05-12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,18,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",GF Labrooy,K Srinath,Asad Rauf,AM Saheba,SL Shastri
499,2011,Indore,2011-05-13,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KD Karthik,Holkar Cricket Stadium,Raju Mukherjee,NA Patwardhan,PR Reiffel,S Asnani,RJ Tucker
500,2011,Bangalore,2011-05-14,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,D/L,Royal Challengers Bangalore,0,4,CH Gayle,M Chinnaswamy Stadium,AJ Pycroft,CK Nandan,SS Hazare,RE Koertzen,RB Tiffin
501,2011,Mumbai,2011-05-14,Mumbai Indians,Deccan Chargers,Deccan Chargers,bat,normal,0,Deccan Chargers,10,0,A Mishra,Wankhede Stadium,D Govindjee,VA Kulkarni,SJA Taufel,S Ravi,SK Tarapore
502,2011,Dharamsala,2011-05-15,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,29,0,PP Chawla,Himachal Pradesh Cricket Association Stadium,GF Labrooy,K Bharatan,AM Saheba,Asad Rauf,SL Shastri
503,2011,Indore,2011-05-15,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,8,BJ Hodge,Holkar Cricket Stadium,RS Mahanama,NA Patwardhan,S Asnani,PR Reiffel,RJ Tucker
504,2011,Mumbai,2011-05-16,Pune Warriors,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,A Mishra,Dr DY Patil Sports Academy,D Govindjee,NA Patwardhan,SJA Taufel,S Ravi,SK Tarapore
505,2011,Dharamsala,2011-05-17,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Kings XI Punjab,111,0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,GF Labrooy,K Bharatan,SL Shastri,Asad Rauf,AM Saheba
506,2011,Chennai,2011-05-18,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,0,Chennai Super Kings,11,0,WP Saha,"MA Chidambaram Stadium, Chepauk",RS Mahanama,K Srinath,K Hariharan,HDPK Dharmasena,RE Koertzen
507,2011,Mumbai,2011-05-19,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,YK Pathan,Dr DY Patil Sports Academy,D Govindjee,NA Patwardhan,SK Tarapore,S Ravi,SJA Taufel
508,2011,Mumbai,2011-05-20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,10,SR Watson,Wankhede Stadium,J Srinath,VA Kulkarni,S Asnani,RE Koertzen,PR Reiffel
509,2011,Dharamsala,2011-05-21,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,normal,0,Deccan Chargers,82,0,S Dhawan,Himachal Pradesh Cricket Association Stadium,GF Labrooy,K Bharatan,SL Shastri,Asad Rauf,AM Saheba
510,2011,Delhi,2011-05-21,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,no result,0,,0,0,,Feroz Shah Kotla,AJ Pycroft,A Chaudhary,RB Tiffin,SS Hazare,RJ Tucker
511,2011,Bangalore,2011-05-22,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,CH Gayle,M Chinnaswamy Stadium,RS Mahanama,CK Nandan,HDPK Dharmasena,K Hariharan,RE Koertzen
512,2011,Kolkata,2011-05-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,JEC Franklin,Eden Gardens,D Govindjee,S Das,S Ravi,SK Tarapore,SJA Taufel
513,2011,Mumbai,2011-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,SK Raina,Wankhede Stadium,RS Mahanama,VA Kulkarni,PR Reiffel,Asad Rauf,SJA Taufel
514,2011,Mumbai,2011-05-25,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,MM Patel,Wankhede Stadium,RS Mahanama,VN Kulkarni,PR Reiffel,Asad Rauf,SJA Taufel
515,2011,Chennai,2011-05-27,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,43,0,CH Gayle,"MA Chidambaram Stadium, Chepauk",RS Mahanama,K Srinath,HDPK Dharmasena,Asad Rauf,SJA Taufel
516,2011,Chennai,2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,58,0,M Vijay,"MA Chidambaram Stadium, Chepauk",RS Mahanama,K Srinath,HDPK Dharmasena,Asad Rauf,SJA Taufel
517,2012,Chennai,2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RE Levi,"MA Chidambaram Stadium, Chepauk",RS Madugalle,K Srinath,S Ravi,JD Cloete,SJA Taufel
518,2012,Kolkata,2012-04-05,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,IK Pathan,Eden Gardens,GF Labrooy,Premdip Chatterjee,S Das,S Asnani,HDPK Dharmasena
519,2012,Mumbai,2012-04-06,Mumbai Indians,Pune Warriors,Mumbai Indians,field,normal,0,Pune Warriors,28,0,SPD Smith,Wankhede Stadium,RR Jadeja,PG Pathak,JD Cloete,AK Chaudhary,SJA Taufel
520,2012,Jaipur,2012-04-06,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,31,0,AM Rahane,Sawai Mansingh Stadium,RS Madugalle,PK Khakhar,VA Kulkarni,BF Bowden,SK Tarapore
521,2012,Bangalore,2012-04-07,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,20,0,AB de Villiers,M Chinnaswamy Stadium,Raju Mukherjee,BK Ravi,S Das,S Asnani,S Ravi
522,2012,Visakhapatnam,2012-04-07,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,normal,0,Chennai Super Kings,74,0,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,GF Labrooy,R Subramanian,AK Chaudhary,JD Cloete,HDPK Dharmasena
523,2012,Jaipur,2012-04-08,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,22,0,BJ Hodge,Sawai Mansingh Stadium,RS Madugalle,PK Khakhar,SK Tarapore,BF Bowden,VA Kulkarni
524,2012,Pune,2012-04-08,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Pune Warriors,22,0,MN Samuels,Subrata Roy Sahara Stadium,RR Jadeja,SD Ranade,S Asnani,S Das,SJA Taufel
525,2012,Visakhapatnam,2012-04-09,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,GF Labrooy,R Subramanian,HDPK Dharmasena,AK Chaudhary,JD Cloete
